Combination,Wins,Losses,Total Games,Win Rate
"('Aphelios', 'Graves', 'Hwei', 'Taric', 'Tryndamere')",2,0,2,1.0
"('Aurelion Sol', 'Draven', 'Graves', 'Lux', 'Sion')",1,0,1,1.0
"(""Kai'Sa"", 'LeBlanc', 'Rakan', ""Rek'Sai"", 'Renekton')",5,0,5,1.0
"('Lissandra', 'Lucian', 'Nami', 'Twisted Fate', 'Viego')",4,0,4,1.0
"('Jhin', 'Kled', 'Lee Sin', 'Shaco', 'Taliyah')",1,0,1,1.0
"('Blitzcrank', 'Jax', ""Kai'Sa"", 'Renekton', 'Taliyah')",1,0,1,1.0
"('Corki', 'Hwei', 'Nautilus', 'Renekton', 'Viego')",1,0,1,1.0
"('Rakan', 'Rumble', 'Tristana', 'Viego', 'Zeri')",5,0,5,1.0
"('Ashe', 'Lillia', 'Rakan', 'Skarner', 'Yone')",2,0,2,1.0
"('Alistar', 'Azir', 'Cassiopeia', 'Fiora', ""Rek'Sai"")",3,0,3,1.0
"('Corki', 'Graves', 'Rell', 'Sion', 'Taliyah')",1,0,1,1.0
"('Ezreal', 'Hwei', 'Rakan', 'Twisted Fate', 'Viego')",2,0,2,1.0
"('Aphelios', 'Dr. Mundo', 'Graves', 'Hwei', 'Nautilus')",1,0,1,1.0
"('Ahri', 'Camille', 'Graves', 'Poppy', 'Varus')",3,0,3,1.0
"('Aatrox', 'Lucian', 'Nautilus', 'Taliyah', 'Yone')",3,0,3,1.0
"('Azir', 'Blitzcrank', ""Kai'Sa"", 'Nidalee', 'Renekton')",1,0,1,1.0
"('Graves', 'Heimerdinger', 'Neeko', 'Rakan', 'Skarner')",1,0,1,1.0
"('Aurelion Sol', 'Corki', 'Lee Sin', 'Milio', 'Skarner')",1,0,1,1.0
"('Azir', 'Corki', 'Nautilus', 'Olaf', 'Varus')",2,0,2,1.0
"('Tristana', 'Udyr', 'Varus', 'Veigar', 'Warwick')",2,0,2,1.0
"('Elise', 'Galio', 'Jinx', 'Skarner', 'Xin Zhao')",2,0,2,1.0
"('Hwei', 'Jinx', 'Poppy', 'Shaco', 'Vladimir')",2,0,2,1.0
"('Darius', 'Galio', 'Jinx', 'Kindred', 'Lulu')",1,0,1,1.0
"('Heimerdinger', 'Jax', 'Seraphine', 'Talon', 'Tristana')",1,0,1,1.0
"('Ezreal', 'Jinx', 'Nautilus', 'Viego', 'Vladimir')",1,0,1,1.0
"('Ashe', 'Gwen', 'Qiyana', 'Senna', 'Vladimir')",1,0,1,1.0
"('Lucian', 'Nami', 'Sylas', 'Syndra', 'Viego')",4,0,4,1.0
"('Akshan', ""K'Sante"", 'Lillia', 'Lucian', 'Nami')",3,0,3,1.0
"('Darius', 'Jinx', 'Nidalee', 'Pantheon', 'Twisted Fate')",3,0,3,1.0
"('Ahri', 'Graves', 'Jinx', 'Ryze', 'Thresh')",2,0,2,1.0
"('Akshan', 'Braum', 'Jinx', 'Lillia', 'Zed')",3,0,3,1.0
"('Akali', 'Jinx', 'Nautilus', 'Riven', 'Viego')",1,0,1,1.0
"('Annie', 'Jinx', 'Nautilus', 'Riven', 'Taliyah')",1,0,1,1.0
"('Illaoi', 'Lucian', 'Nami', 'Qiyana', 'Viego')",2,0,2,1.0
"('Hwei', 'Jayce', 'Lee Sin', 'Neeko', 'Varus')",4,0,4,1.0
"('Aphelios', 'Graves', ""K'Sante"", 'Nautilus', 'Zoe')",2,0,2,1.0
"('Alistar', 'Hwei', 'Lucian', 'Malphite', 'Viego')",2,0,2,1.0
"(""Bel'Veth"", 'Hwei', 'Jayce', 'Lucian', 'Pyke')",1,0,1,1.0
"('Galio', 'Hecarim', 'Jax', 'Jinx', 'Zilean')",1,0,1,1.0
"('Jinx', 'Nidalee', 'Skarner', 'Thresh', 'Yasuo')",1,0,1,1.0
"('Ashe', 'Gangplank', 'Renata Glasc', 'Ryze', 'Xin Zhao')",3,0,3,1.0
"('Corki', 'Jhin', 'Rakan', ""Rek'Sai"", 'Taliyah')",2,0,2,1.0
"('Gnar', 'Lillia', 'Rell', 'Talon', 'Varus')",3,0,3,1.0
"('Jayce', 'Leona', 'Nidalee', 'Tryndamere', 'Varus')",2,0,2,1.0
"('Diana', 'Seraphine', 'Viego', 'Yone', 'Ziggs')",1,0,1,1.0
"('Alistar', 'Gwen', 'Hwei', 'Jhin', 'Viego')",3,0,3,1.0
"('Corki', 'Jax', 'Rakan', 'Taliyah', ""Vel'Koz"")",1,0,1,1.0
"('Camille', 'Hwei', 'Irelia', 'Skarner', 'Zeri')",2,0,2,1.0
"('Aphelios', 'Hwei', 'Nidalee', 'Pyke', 'Tryndamere')",2,0,2,1.0
"('Jayce', 'Jhin', 'Katarina', 'Master Yi', 'Rakan')",1,0,1,1.0
"('Jhin', ""K'Sante"", 'Lillia', 'Rakan', 'Tristana')",2,0,2,1.0
"('Camille', 'Corki', 'Lee Sin', 'Rumble', 'Zed')",2,0,2,1.0
"('Aphelios', ""K'Sante"", 'Lillia', 'Rakan', 'Zed')",1,0,1,1.0
"('Jinx', 'Pantheon', 'Rumble', 'Taliyah', 'Thresh')",4,0,4,1.0
"('Nautilus', 'Pantheon', 'Rumble', 'Syndra', 'Varus')",3,0,3,1.0
"('Kalista', 'Lillia', 'Nautilus', 'Swain', 'Zed')",3,0,3,1.0
"('Cassiopeia', 'Pantheon', 'Pyke', 'Tryndamere', 'Zed')",1,0,1,1.0
"('LeBlanc', 'Pantheon', 'Rell', 'Skarner', 'Zeri')",5,0,5,1.0
"('Lillia', 'Pyke', 'Rumble', 'Varus', 'Zed')",2,0,2,1.0
"('Akshan', 'Alistar', ""Kai'Sa"", 'Pantheon', 'Shen')",3,0,3,1.0
"('Braum', ""Kai'Sa"", 'Ryze', 'Taliyah', 'Zed')",1,0,1,1.0
"(""Kai'Sa"", 'Nautilus', 'Riven', 'Taliyah', 'Zed')",2,0,2,1.0
"('Corki', 'Lillia', 'Lulu', 'Mordekaiser', 'Zed')",2,0,2,1.0
"('Jax', 'Kalista', 'Pantheon', 'Renata Glasc', 'Yasuo')",3,0,3,1.0
"('Galio', 'Hwei', 'Pantheon', 'Poppy', 'Tristana')",4,0,4,1.0
"('Camille', 'Diana', 'Twisted Fate', 'Varus', 'Xin Zhao')",4,0,4,1.0
"('Akali', 'Aurelion Sol', 'Jinx', 'Pantheon', 'Thresh')",2,0,2,1.0
"('Alistar', ""Bel'Veth"", 'Jax', 'Twisted Fate', 'Varus')",1,0,1,1.0
"('Akali', 'Alistar', 'Gragas', ""Kai'Sa"", 'Pantheon')",2,0,2,1.0
"('Blitzcrank', 'Corki', 'Lillia', 'Urgot', 'Zed')",2,0,2,1.0
"('Gnar', 'Nautilus', 'Taliyah', 'Varus', 'Zed')",1,0,1,1.0
"('Gragas', 'Leona', 'Taliyah', 'Varus', 'Zed')",1,0,1,1.0
"('Ezreal', 'Nidalee', 'Pantheon', 'Rell', 'Zed')",1,0,1,1.0
"('Ashe', 'Kayn', 'Rumble', 'Seraphine', 'Zed')",2,0,2,1.0
"('Aphelios', 'Kindred', 'Shen', 'Thresh', 'Twisted Fate')",5,0,5,1.0
"('Galio', ""Kai'Sa"", 'Nautilus', 'Pantheon', 'Renekton')",3,0,3,1.0
"('Akshan', 'Ashe', ""K'Sante"", 'Karthus', 'Zac')",4,0,4,1.0
"('Corki', 'Hwei', 'Pantheon', 'Rumble', 'Seraphine')",5,0,5,1.0
"('Braum', 'Graves', 'Jhin', 'Twisted Fate', 'Udyr')",2,0,2,1.0
"('Cassiopeia', ""Kog'Maw"", 'Lulu', 'Rengar', 'Twisted Fate')",2,0,2,1.0
"(""Bel'Veth"", 'Draven', 'Hwei', 'Nautilus', 'Twisted Fate')",2,0,2,1.0
"('Camille', 'Elise', 'Lucian', 'Milio', 'Twisted Fate')",2,0,2,1.0
"('Ahri', 'Dr. Mundo', 'Jinx', 'Nautilus', 'Pantheon')",1,0,1,1.0
"('Braum', 'Dr. Mundo', 'Lucian', 'Nidalee', 'Zed')",1,0,1,1.0
"('Ashe', 'Darius', 'Seraphine', 'Viego', 'Zed')",1,0,1,1.0
"('Corki', 'Orianna', 'Pantheon', 'Rell', 'Yone')",5,0,5,1.0
"(""Kai'Sa"", 'Nautilus', 'Orianna', 'Skarner', 'Viego')",2,0,2,1.0
"('Aatrox', 'Hecarim', 'Jinx', 'LeBlanc', 'Thresh')",3,0,3,1.0
"('Caitlyn', 'Cassiopeia', 'Leona', 'Syndra', 'Viego')",1,0,1,1.0
"('Akshan', 'Corki', 'Kennen', 'Sejuani', 'Thresh')",2,0,2,1.0
"('Aatrox', 'Caitlyn', 'Graves', 'Orianna', 'Thresh')",1,0,1,1.0
"('Cassiopeia', 'Lillia', 'Lucian', 'Nami', 'Tryndamere')",1,0,1,1.0
"('Akshan', 'Blitzcrank', 'Gragas', 'Pantheon', 'Ziggs')",2,0,2,1.0
"('Jinx', 'Pantheon', ""Rek'Sai"", 'Tahm Kench', 'Twisted Fate')",3,0,3,1.0
"('Corki', 'Galio', 'Teemo', 'Thresh', 'Viego')",1,0,1,1.0
"('Ezreal', 'Gnar', 'Leona', 'Pantheon', 'Taliyah')",3,0,3,1.0
"(""Cho'Gath"", 'Jax', 'Pantheon', 'Pyke', 'Zed')",5,0,5,1.0
"('Katarina', 'Kennen', 'Pantheon', 'Taric', 'Zeri')",4,0,4,1.0
"('Ashe', 'Braum', 'Hwei', 'Lee Sin', 'Poppy')",3,0,3,1.0
"('Orianna', 'Pantheon', 'Rell', 'Twisted Fate', 'Zeri')",3,0,3,1.0
"('Ivern', 'Jinx', 'Neeko', 'Renekton', 'Thresh')",1,0,1,1.0
"('Jax', ""Kog'Maw"", 'LeBlanc', 'Lee Sin', 'Thresh')",1,0,1,1.0
"('Ahri', 'Fiora', 'Pantheon', 'Pyke', 'Varus')",3,0,3,1.0
"('Cassiopeia', 'Gnar', 'Hwei', 'Nautilus', 'Pantheon')",4,0,4,1.0
"('Hwei', 'Lux', 'Pantheon', 'Twisted Fate', 'Zeri')",3,0,3,1.0
"('Galio', 'Jhin', 'Kindred', 'Pantheon', 'Senna')",1,0,1,1.0
"('Jax', 'Kalista', 'Nidalee', 'Thresh', 'Tristana')",1,0,1,1.0
"('Hwei', ""K'Sante"", ""Kai'Sa"", ""Rek'Sai"", 'Thresh')",2,0,2,1.0
"('Aatrox', 'Karthus', 'Rell', 'Zed', 'Zeri')",4,0,4,1.0
"('Galio', 'Malphite', 'Pantheon', 'Skarner', 'Zeri')",1,0,1,1.0
"('Leona', 'Nidalee', 'Vayne', 'Zed', 'Zeri')",2,0,2,1.0
"('Hwei', ""Kai'Sa"", 'Neeko', 'Vayne', 'Zed')",4,0,4,1.0
"('Ashe', 'Lee Sin', 'Rumble', 'Taric', 'Zed')",2,0,2,1.0
"('Fiora', 'Kalista', 'Pantheon', 'Renata Glasc', 'Syndra')",4,0,4,1.0
"('Corki', 'Kindred', 'Pyke', 'Skarner', 'Zed')",2,0,2,1.0
"('Camille', 'Graves', 'Illaoi', 'Twisted Fate', 'Xayah')",1,0,1,1.0
"('Corki', 'Gnar', 'Gragas', 'Orianna', 'Viego')",3,0,3,1.0
"('Hwei', 'Jhin', 'Kindred', 'Taliyah', 'Wukong')",2,0,2,1.0
"('Caitlyn', 'Hwei', ""Kha'Zix"", 'Morgana', 'Twisted Fate')",3,0,3,1.0
"('Fiora', 'Graves', ""Kog'Maw"", 'Lulu', 'Orianna')",1,0,1,1.0
"('Ashe', 'Kennen', 'Nautilus', 'Nidalee', 'Tristana')",5,0,5,1.0
"('Galio', 'Jayce', ""Kog'Maw"", 'Pantheon', 'Taliyah')",3,0,3,1.0
"('Braum', 'Graves', 'Jax', 'Katarina', 'Varus')",3,0,3,1.0
"('Brand', 'Lee Sin', 'Nami', 'Renekton', 'Sett')",2,0,2,1.0
"('Alistar', ""Kai'Sa"", 'Skarner', 'Sylas', 'Yasuo')",3,0,3,1.0
"('Hwei', ""K'Sante"", 'LeBlanc', 'Lee Sin', 'Lucian')",2,0,2,1.0
"('Gnar', 'Karthus', 'Katarina', 'Lucian', 'Nami')",3,0,3,1.0
"('LeBlanc', 'Rakan', 'Shaco', 'Skarner', 'Zeri')",2,0,2,1.0
"('Aurelion Sol', 'Hwei', 'Kalista', ""Rek'Sai"", 'Renekton')",2,0,2,1.0
"('Aphelios', 'Nautilus', 'Nidalee', 'Urgot', 'Yone')",3,0,3,1.0
"('Graves', 'Hwei', 'Olaf', 'Rakan', 'Zeri')",5,0,5,1.0
"('Annie', 'Graves', 'Rakan', 'Rumble', 'Xayah')",2,0,2,1.0
"('Camille', 'Corki', 'Jinx', 'Thresh', 'Zyra')",4,0,4,1.0
"('Ahri', 'Camille', 'Hecarim', 'Jinx', 'Nautilus')",2,0,2,1.0
"('Corki', 'Jayce', 'Nami', 'Orianna', 'Pantheon')",1,0,1,1.0
"('Jax', ""Kai'Sa"", 'Lillia', 'Skarner', 'Tristana')",4,0,4,1.0
"('Aatrox', 'Braum', 'Jhin', 'Taliyah', 'Tristana')",2,0,2,1.0
"('Elise', 'Ornn', 'Rakan', 'Twisted Fate', 'Yasuo')",2,0,2,1.0
"('Alistar', 'Karthus', 'Nilah', 'Viego', 'Zac')",3,0,3,1.0
"('Cassiopeia', 'Corki', 'Graves', 'Heimerdinger', 'Nautilus')",1,0,1,1.0
"('Bard', ""Kai'Sa"", 'Karthus', 'Skarner', 'Twisted Fate')",3,0,3,1.0
"('Alistar', 'Ashe', 'Ornn', 'Skarner', 'Viego')",4,0,4,1.0
"('Aatrox', 'Jinx', 'Nautilus', 'Nidalee', 'Talon')",3,0,3,1.0
"('Ashe', 'Jax', 'LeBlanc', 'Lee Sin', 'Nautilus')",2,0,2,1.0
"('Aurelion Sol', 'Camille', 'Jhin', 'Rell', 'Vi')",5,0,5,1.0
"('Jax', ""Kai'Sa"", 'Lee Sin', 'Nautilus', 'Syndra')",1,0,1,1.0
"('Gnar', ""Kai'Sa"", 'Katarina', 'Rell', 'Taliyah')",2,0,2,1.0
"('Ashe', 'Bard', 'Darius', 'Master Yi', 'Zoe')",2,0,2,1.0
"('Hwei', ""K'Sante"", 'Kindred', 'Rell', 'Varus')",3,0,3,1.0
"('Kalista', 'Renata Glasc', 'Rumble', 'Viego', 'Yone')",2,0,2,1.0
"('Aatrox', 'Ashe', 'Gragas', 'Hwei', 'Viego')",1,0,1,1.0
"('LeBlanc', 'Senna', 'Sett', 'Skarner', 'Swain')",2,0,2,1.0
"('Alistar', 'Corki', 'Pantheon', 'Qiyana', 'Shen')",5,0,5,1.0
"('Caitlyn', 'Karma', 'Orianna', 'Rumble', 'Udyr')",4,0,4,1.0
"('Ahri', 'Cassiopeia', 'Galio', 'Jax', 'Xin Zhao')",5,0,5,1.0
"('Ezreal', 'Gragas', 'Syndra', 'Xin Zhao', 'Zoe')",4,0,4,1.0
"('Kalista', 'Nautilus', 'Pantheon', ""Rek'Sai"", 'Sylas')",4,0,4,1.0
"('Bard', 'Caitlyn', 'Nidalee', 'Tristana', 'Urgot')",3,0,3,1.0
"('Ashe', 'Braum', 'Camille', 'Nidalee', 'Twisted Fate')",1,0,1,1.0
"('Ashe', 'Jax', 'Lillia', 'Soraka', 'Twisted Fate')",2,0,2,1.0
"('Lissandra', 'Lulu', 'Pantheon', 'Tristana', 'Twisted Fate')",3,0,3,1.0
"('Camille', 'Fiora', ""Kai'Sa"", 'Katarina', 'Pantheon')",3,0,3,1.0
"('Draven', ""K'Sante"", 'Nautilus', 'Pantheon', 'Yasuo')",4,0,4,1.0
"('Jinx', ""K'Sante"", 'Taric', 'Twisted Fate', 'Viego')",2,0,2,1.0
"(""Kai'Sa"", 'Nautilus', 'Pantheon', 'Rumble', 'Yone')",2,0,2,1.0
"('Jhin', 'Kindred', 'Qiyana', 'Rell', 'Twisted Fate')",1,0,1,1.0
"('Akali', 'Alistar', 'Aphelios', 'Cassiopeia', ""Kha'Zix"")",3,0,3,1.0
"('Lucian', 'Pantheon', 'Rumble', 'Taliyah', 'Taric')",2,0,2,1.0
"('Caitlyn', 'Cassiopeia', 'Rakan', 'Twisted Fate', 'Viego')",3,0,3,1.0
"('Jayce', ""Kai'Sa"", 'Kled', 'Pantheon', 'Rell')",4,0,4,1.0
"('Corki', 'Fiddlesticks', 'Lulu', 'Rumble', 'Tristana')",1,0,1,1.0
"('Graves', 'Jinx', ""K'Sante"", 'Nautilus', 'Orianna')",2,0,2,1.0
"('Hwei', 'Lee Sin', ""Rek'Sai"", 'Syndra', 'Varus')",2,0,2,1.0
"('Aatrox', 'Hwei', ""Kai'Sa"", 'Naafiri', 'Pantheon')",2,0,2,1.0
"('Draven', 'Jayce', 'Pantheon', 'Rell', 'Twisted Fate')",2,0,2,1.0
"('Jinx', 'Mordekaiser', 'Rumble', 'Taric', 'Tristana')",2,0,2,1.0
"('Alistar', 'Aurelion Sol', ""Kai'Sa"", 'Nasus', 'Pantheon')",2,0,2,1.0
"('Jinx', 'Malphite', 'Pantheon', 'Rumble', 'Tristana')",1,0,1,1.0
"('Alistar', 'Diana', 'Draven', 'Gragas', 'Pantheon')",3,0,3,1.0
"(""K'Sante"", ""Kai'Sa"", 'LeBlanc', 'Nautilus', 'Pantheon')",3,0,3,1.0
"('Jinx', 'Orianna', 'Skarner', 'Thresh', 'Xin Zhao')",2,0,2,1.0
"('Camille', 'Irelia', 'Lillia', 'Varus', 'Yone')",1,0,1,1.0
"('Alistar', 'Jinx', 'Katarina', 'Pantheon', ""Rek'Sai"")",2,0,2,1.0
"('Aphelios', 'Blitzcrank', 'Hwei', 'Kennen', 'Shaco')",1,0,1,1.0
"('Hecarim', 'Jhin', 'Nautilus', 'Skarner', 'Taliyah')",2,0,2,1.0
"('Braum', 'Jinx', 'Malphite', 'Twisted Fate', 'Viego')",2,0,2,1.0
"('Blitzcrank', 'Jayce', 'Kalista', 'Malphite', 'Taliyah')",2,0,2,1.0
"('Blitzcrank', 'Cassiopeia', 'Corki', 'Graves', 'Irelia')",3,0,3,1.0
"('Bard', 'Gnar', 'Hwei', 'Nidalee', 'Zeri')",3,0,3,1.0
"(""Kai'Sa"", 'Nidalee', 'Seraphine', 'Sion', 'Tristana')",2,0,2,1.0
"('Graves', 'Jax', ""Kai'Sa"", 'Rakan', 'Twisted Fate')",4,0,4,1.0
"('Graves', ""Kai'Sa"", 'Nunu & Willump', 'Pyke', 'Skarner')",4,0,4,1.0
"('Gragas', 'Graves', 'Hwei', ""Kai'Sa"", 'Rell')",5,0,5,1.0
"('Aphelios', 'Gwen', ""K'Sante"", 'Lulu', 'Lux')",1,0,1,1.0
"('Cassiopeia', 'Jhin', 'Rakan', 'Rumble', 'Vi')",5,0,5,1.0
"('Graves', 'Hwei', 'Kalista', 'Nasus', 'Taric')",5,0,5,1.0
"('Jinx', 'Seraphine', 'Skarner', 'Syndra', 'Viego')",2,0,2,1.0
"('Ashe', 'Camille', 'LeBlanc', 'Lee Sin', 'Nautilus')",6,0,6,1.0
"('Caitlyn', 'Galio', 'Graves', 'Nautilus', 'Rumble')",3,0,3,1.0
"('Corki', 'Nautilus', 'Taliyah', 'Vayne', 'Viego')",3,0,3,1.0
"('Akali', 'Jarvan IV', 'Jinx', 'Renekton', 'Thresh')",2,0,2,1.0
"('Aatrox', 'LeBlanc', 'Pantheon', 'Pyke', 'Zeri')",3,0,3,1.0
"('Aurelion Sol', 'Nautilus', 'Sett', 'Varus', 'Vi')",2,0,2,1.0
"('Jax', ""Kai'Sa"", 'Nautilus', 'Taliyah', 'Vi')",1,0,1,1.0
"('Blitzcrank', 'Corki', 'Elise', 'Qiyana', 'Twisted Fate')",2,0,2,1.0
"('Akshan', 'Jhin', 'Karthus', 'Skarner', 'Thresh')",2,0,2,1.0
"('Annie', 'Nautilus', 'Skarner', 'Taliyah', 'Zeri')",2,0,2,1.0
"('Ashe', 'Gnar', 'Seraphine', 'Taliyah', 'Xin Zhao')",2,0,2,1.0
"('Fiora', 'Nautilus', 'Samira', 'Taliyah', 'Viego')",2,0,2,1.0
"('Graves', 'Hwei', 'Jax', 'Jinx', 'Leona')",1,0,1,1.0
"('Corki', 'Hwei', 'Nautilus', 'Nidalee', 'Renekton')",2,0,2,1.0
"('Kalista', 'Nautilus', 'Skarner', 'Syndra', 'Xin Zhao')",1,0,1,1.0
"('Akshan', 'Corki', 'Gragas', 'Gwen', 'Rakan')",2,0,2,1.0
"('Ashe', 'Gragas', 'Lee Sin', 'Syndra', 'Thresh')",3,0,3,1.0
"('Anivia', 'Aphelios', 'Renekton', 'Viego', 'Zilean')",1,0,1,1.0
"('Fiddlesticks', 'Senna', 'Seraphine', 'Tryndamere', 'Viego')",3,0,3,1.0
"('Hwei', ""Kai'Sa"", 'Lee Sin', 'Rakan', 'Rumble')",3,0,3,1.0
"('Ashe', 'Camille', 'Graves', 'Neeko', 'Zoe')",1,0,1,1.0
"('Lee Sin', 'Malphite', 'Nautilus', 'Taliyah', 'Zeri')",1,0,1,1.0
"('Ashe', 'Evelynn', 'Jayce', 'Skarner', 'Varus')",2,0,2,1.0
"('Irelia', 'Jhin', 'Rengar', 'Taliyah', 'Thresh')",1,0,1,1.0
"('Galio', 'Jinx', 'Karthus', 'Rell', 'Renekton')",2,0,2,1.0
"('Brand', 'Corki', 'Jhin', 'Nasus', 'Taric')",3,0,3,1.0
"('Corki', 'Gragas', 'Rell', 'Skarner', 'Varus')",3,0,3,1.0
"('Graves', 'Jinx', 'LeBlanc', 'Nautilus', 'Viego')",5,0,5,1.0
"('Akali', 'Blitzcrank', 'Graves', 'Varus', 'Warwick')",5,0,5,1.0
"('Ashe', 'Camille', 'Jayce', 'Maokai', 'Taliyah')",4,0,4,1.0
"('Jayce', 'Lillia', 'Mordekaiser', 'Nautilus', 'Zeri')",2,0,2,1.0
"('Ashe', 'Jayce', 'Nunu & Willump', 'Rell', 'Rumble')",4,0,4,1.0
"('Galio', 'Graves', 'Irelia', ""Kai'Sa"", 'Nautilus')",3,0,3,1.0
"('Cassiopeia', 'Jhin', 'Qiyana', 'Rell', 'Rengar')",1,0,1,1.0
"('Gragas', 'Graves', 'Janna', 'Neeko', 'Xayah')",3,0,3,1.0
"('Akshan', 'Blitzcrank', ""Kai'Sa"", 'Lillia', 'Renekton')",2,0,2,1.0
"('Graves', 'Karma', 'LeBlanc', 'Taliyah', 'Varus')",4,0,4,1.0
"(""Kai'Sa"", 'Kindred', 'Rell', 'Skarner', 'Tristana')",3,0,3,1.0
"('Hwei', 'Jinx', 'Milio', 'Skarner', 'Viego')",5,0,5,1.0
"('Braum', 'Corki', 'Fiddlesticks', 'Graves', 'Zoe')",4,0,4,1.0
"('Caitlyn', 'Gnar', 'Nautilus', 'Nidalee', 'Yasuo')",4,0,4,1.0
"('Jax', ""Kai'Sa"", 'Kled', 'Nautilus', 'Nidalee')",3,0,3,1.0
"('Hwei', 'Illaoi', ""Kai'Sa"", 'Kindred', 'Rell')",3,0,3,1.0
"('Jinx', 'Nidalee', 'Rell', 'Renekton', 'Warwick')",5,0,5,1.0
"('Akali', 'Alistar', 'Graves', ""Kai'Sa"", 'Riven')",2,0,2,1.0
"('Hwei', 'Jax', ""Kai'Sa"", ""Kha'Zix"", 'Nautilus')",3,0,3,1.0
"('Galio', 'Kindred', 'Tryndamere', 'Varus', 'Vex')",2,0,2,1.0
"('Cassiopeia', 'Draven', 'Graves', 'Hwei', 'Pyke')",3,0,3,1.0
"('Alistar', 'Brand', 'Ezreal', 'Nasus', 'Yone')",3,0,3,1.0
"('Lucian', 'Nami', 'Nidalee', 'Renekton', 'Viego')",2,0,2,1.0
"('Ashe', 'Hecarim', 'Jax', 'Lulu', 'Orianna')",3,0,3,1.0
"('Fiora', ""Kai'Sa"", 'Orianna', ""Rek'Sai"", 'Rell')",1,0,1,1.0
"('Aatrox', 'Aurelion Sol', 'Nidalee', 'Rell', 'Tristana')",2,0,2,1.0
"('Ahri', 'Brand', ""Kai'Sa"", 'Sett', 'Skarner')",4,0,4,1.0
"('Jayce', 'Karthus', 'Nautilus', 'Skarner', 'Varus')",3,0,3,1.0
"('Blitzcrank', 'Hwei', 'Jinx', 'Kindred', 'Skarner')",1,0,1,1.0
"('Ezreal', 'Kennen', 'Poppy', 'Taliyah', 'Vi')",1,0,1,1.0
"('Blitzcrank', 'Corki', 'Elise', 'Jayce', 'Zeri')",3,0,3,1.0
"('Jinx', ""K'Sante"", 'Lulu', 'Taliyah', 'Vi')",1,0,1,1.0
"('Bard', 'Caitlyn', 'Irelia', 'Jax', 'Nidalee')",1,0,1,1.0
"('Hwei', ""Kai'Sa"", 'Pyke', 'Twisted Fate', 'Vi')",1,0,1,1.0
"('Akali', 'Kindred', 'Pyke', 'Rumble', 'Samira')",4,0,4,1.0
"('Ashe', 'Braum', 'Rumble', 'Twisted Fate', 'Viego')",3,0,3,1.0
"('Draven', ""K'Sante"", 'Lissandra', 'Nidalee', 'Sett')",2,0,2,1.0
"('Jayce', 'Nidalee', 'Rakan', 'Renekton', 'Xayah')",1,0,1,1.0
"('Annie', 'Ashe', 'Rakan', ""Rek'Sai"", 'Skarner')",3,0,3,1.0
"('Kindred', 'Nunu & Willump', 'Rakan', 'Twisted Fate', 'Xayah')",2,0,2,1.0
"('Anivia', 'Blitzcrank', 'Caitlyn', 'Fizz', 'Talon')",1,0,1,1.0
"('Alistar', 'Camille', ""Kai'Sa"", 'Twisted Fate', 'Vi')",5,0,5,1.0
"('Camille', 'Hwei', 'Nautilus', 'Rengar', 'Zeri')",3,0,3,1.0
"('Camille', 'Draven', 'LeBlanc', 'Nautilus', 'Viego')",4,0,4,1.0
"('Jayce', 'Neeko', 'Rakan', 'Rengar', 'Varus')",1,0,1,1.0
"('Jayce', ""Kai'Sa"", 'Lee Sin', 'Rakan', ""Vel'Koz"")",1,0,1,1.0
"('Jinx', 'Nautilus', ""Rek'Sai"", 'Syndra', 'Twisted Fate')",2,0,2,1.0
"('Aphelios', 'Milio', 'Nidalee', 'Skarner', 'Tristana')",4,0,4,1.0
"('Ahri', 'Jhin', 'Rakan', 'Vi', 'Viego')",2,0,2,1.0
"('Ashe', 'LeBlanc', 'Poppy', 'Rakan', 'Vayne')",4,0,4,1.0
"('Draven', 'Hwei', ""K'Sante"", 'Kindred', 'Renata Glasc')",1,0,1,1.0
"('Aurelion Sol', 'Jax', 'Lee Sin', 'Rakan', 'Varus')",1,0,1,1.0
"('Ashe', 'Aurelion Sol', 'Pantheon', 'Thresh', 'Volibear')",2,0,2,1.0
"('Akshan', 'Kalista', 'Lillia', 'Renata Glasc', 'Wukong')",1,0,1,1.0
"('Ashe', 'Braum', 'Camille', 'Hwei', 'Pantheon')",5,0,5,1.0
"('Hwei', 'Kennen', 'Pantheon', 'Rakan', 'Zeri')",2,0,2,1.0
"('Corki', ""Kai'Sa"", 'Nidalee', 'Pantheon', 'Rell')",4,0,4,1.0
"('Gragas', 'Jayce', ""Kai'Sa"", 'Nasus', 'Pantheon')",4,0,4,1.0
"('Alistar', 'Jinx', ""K'Sante"", 'Lulu', 'Sylas')",1,0,1,1.0
"('Bard', 'Brand', 'Camille', 'Jinx', 'Tristana')",5,0,5,1.0
"('Ekko', 'Ornn', 'Senna', 'Tahm Kench', 'Tristana')",1,0,1,1.0
"('Jinx', ""K'Sante"", 'LeBlanc', 'Sylas', 'Thresh')",1,0,1,1.0
"('Aatrox', 'Jayce', 'Jinx', 'Nautilus', 'Taliyah')",1,0,1,1.0
"('Rell', 'Tristana', 'Vi', 'Warwick', 'Zoe')",1,0,1,1.0
"('Ashe', 'Darius', 'Leona', 'Nidalee', 'Tristana')",2,0,2,1.0
"('Graves', ""Kai'Sa"", 'LeBlanc', 'Rell', 'Renekton')",2,0,2,1.0
